RULE_NUMBER	N_VARS	TP	TN	FP	FN	ACC	SUPP	FPR	GR	SUPDIFF	NRULES	AUC	WRACC	TPR	CONF	FISHER	GAIN	
641.0	4.000000	56.000000	4544.000000	20.000000	766.000000	--------	0.010397	0.004382	15.546472	0.006684	0.000000	--------	0.206634	0.068127	0.736842	0.000000	0.235326	
642.0	4.000000	78.000000	4533.000000	31.000000	744.000000	--------	0.014482	0.006792	13.970332	0.008726	0.000000	--------	0.227271	0.094891	0.715596	0.000000	0.325000	
643.0	4.000000	145.000000	4564.000000	0.000000	677.000000	--------	0.026922	0.000000	INFINITY	0.026922	0.000000	--------	0.302095	0.176399	1.000000	0.000000	0.663196	
647.0	4.000000	54.000000	4537.000000	27.000000	768.000000	--------	0.010026	0.005916	11.104623	0.005013	0.000000	--------	0.203272	0.065693	0.666667	0.000000	0.220347	
650.0	4.000000	72.000000	4562.000000	2.000000	750.000000	--------	0.013368	0.000438	199.883212	0.012997	0.000000	--------	0.226470	0.087591	0.972973	0.000000	0.326911	
651.0	4.000000	144.000000	4564.000000	0.000000	678.000000	--------	0.026736	0.000000	INFINITY	0.026736	0.000000	--------	0.301064	0.175182	1.000000	0.000000	0.658622	
652.0	4.000000	145.000000	4564.000000	0.000000	677.000000	--------	0.026922	0.000000	INFINITY	0.026922	0.000000	--------	0.302095	0.176399	1.000000	0.000000	0.663196	
653.0	4.000000	204.000000	4486.000000	78.000000	618.000000	--------	0.037876	0.017090	14.521430	0.023394	0.000000	--------	0.348435	0.248175	0.723404	0.000000	0.852692	
655.0	4.000000	72.000000	4564.000000	0.000000	750.000000	--------	0.013368	0.000000	INFINITY	0.013368	0.000000	--------	0.226841	0.087591	1.000000	0.000000	0.329311	
656.0	4.000000	144.000000	4564.000000	0.000000	678.000000	--------	0.026736	0.000000	INFINITY	0.026736	0.000000	--------	0.301064	0.175182	1.000000	0.000000	0.658622	
657.0	4.000000	72.000000	4564.000000	0.000000	750.000000	--------	0.013368	0.000000	INFINITY	0.013368	0.000000	--------	0.226841	0.087591	1.000000	0.000000	0.329311	
662.0	4.000000	144.000000	4560.000000	4.000000	678.000000	--------	0.026736	0.000876	199.883212	0.025993	0.000000	--------	0.300322	0.175182	0.972973	0.000000	0.653823	
664.0	4.000000	144.000000	4564.000000	0.000000	678.000000	--------	0.026736	0.000000	INFINITY	0.026736	0.000000	--------	0.301064	0.175182	1.000000	0.000000	0.658622	
665.0	4.000000	72.000000	4564.000000	0.000000	750.000000	--------	0.013368	0.000000	INFINITY	0.013368	0.000000	--------	0.226841	0.087591	1.000000	0.000000	0.329311	
666.0	4.000000	72.000000	4528.000000	36.000000	750.000000	--------	0.013368	0.007888	11.104623	0.006684	0.000000	--------	0.220157	0.087591	0.666667	0.000000	0.293796	
669.0	4.000000	72.000000	4564.000000	0.000000	750.000000	--------	0.013368	0.000000	INFINITY	0.013368	0.000000	--------	0.226841	0.087591	1.000000	0.000000	0.329311	
671.0	4.000000	72.000000	4563.000000	1.000000	750.000000	--------	0.013368	0.000219	399.766423	0.013182	0.000000	--------	0.226655	0.087591	0.986301	0.000000	0.328103	
672.0	4.000000	72.000000	4564.000000	0.000000	750.000000	--------	0.013368	0.000000	INFINITY	0.013368	0.000000	--------	0.226841	0.087591	1.000000	0.000000	0.329311	
673.0	4.000000	144.000000	4564.000000	0.000000	678.000000	--------	0.026736	0.000000	INFINITY	0.026736	0.000000	--------	0.301064	0.175182	1.000000	0.000000	0.658622	
674.0	4.000000	144.000000	4546.000000	18.000000	678.000000	--------	0.026736	0.003944	44.418491	0.023394	0.000000	--------	0.297722	0.175182	0.888889	0.000000	0.637989	
675.0	4.000000	144.000000	4563.000000	1.000000	678.000000	--------	0.026736	0.000219	799.532847	0.026550	0.000000	--------	0.300879	0.175182	0.993103	0.000000	0.657410	
676.0	4.000000	72.000000	4564.000000	0.000000	750.000000	--------	0.013368	0.000000	INFINITY	0.013368	0.000000	--------	0.226841	0.087591	1.000000	0.000000	0.329311	
679.0	4.000000	72.000000	4564.000000	0.000000	750.000000	--------	0.013368	0.000000	INFINITY	0.013368	0.000000	--------	0.226841	0.087591	1.000000	0.000000	0.329311	
685.0	4.000000	72.000000	4564.000000	0.000000	750.000000	--------	0.013368	0.000000	INFINITY	0.013368	0.000000	--------	0.226841	0.087591	1.000000	0.000000	0.329311	
686.0	4.000000	144.000000	4548.000000	16.000000	678.000000	--------	0.026736	0.003506	49.970803	0.023765	0.000000	--------	0.298094	0.175182	0.900000	0.000000	0.640165	
